SO46604|20111229|397
SO46604|20111229|399
SO46604|20111229|401
SO46604|20111229|448
SO46607|20111229|407
SO46607|20111229|403
SO46608|20111229|396
SO46608|20111229|401
SO46608|20111229|395
SO46608|20111229|447
SO46608|20111229|399
SO46608|20111229|391
SO46608|20111229|394
SO46608|20111229|393
SO46608|20111229|448
SO46610|20111229|397
SO46611|20111229|447
SO46611|20111229|401
SO46611|20111229|397
SO46611|20111229|448
SO46611|20111229|399
SO46614|20111229|447
SO46614|20111229|448
SO46614|20111229|403
SO46614|20111229|407
SO46616|20111229|447
SO46616|20111229|407
SO46616|20111229|403
SO46616|20111229|448
SO46620|20111229|407
SO46620|20111229|447
SO46620|20111229|448
SO46622|20111229|399
SO46624|20111229|399
SO46624|20111229|401
SO46624|20111229|397
SO46625|20111229|391
SO46625|20111229|399
SO46625|20111229|448
SO46625|20111229|401
SO46625|20111229|394
SO46625|20111229|397
SO46625|20111229|447
SO46625|20111229|396
SO46625|20111229|393
SO46626|20111229|448
SO46626|20111229|447
SO46626|20111229|397
SO46629|20111229|407
SO46630|20111229|448
SO46630|20111229|447
SO46630|20111229|401
SO46631|20111229|399
SO46632|20111229|397
SO46633|20111229|399
SO46633|20111229|397
SO46633|20111229|448
SO46633|20111229|401
SO46633|20111229|447
SO46638|20111229|407
SO46638|20111229|448
SO46638|20111229|447
SO46638|20111229|403
SO46640|20111229|401
SO46640|20111229|399
SO46640|20111229|397
SO46642|20111229|407
SO46643|20111229|407
SO46645|20111229|395
SO46645|20111229|399
SO46645|20111229|393
SO46645|20111229|397
SO46645|20111229|394
SO46645|20111229|396
SO46645|20111229|391
SO46646|20111229|399
SO46647|20111229|447
SO46647|20111229|401
SO46647|20111229|448
SO46647|20111229|397
SO46647|20111229|399
SO46648|20111229|391
SO46648|20111229|399
SO46648|20111229|397
SO46648|20111229|447
SO46648|20111229|394
SO46648|20111229|395
SO46648|20111229|448
SO46649|20111229|399
SO46651|20111229|399
SO46652|20111229|447
SO46652|20111229|448
SO46653|20111229|448
SO46655|20111229|399
SO46655|20111229|394
SO46655|20111229|393
SO46655|20111229|396
SO46655|20111229|391
SO46657|20111229|391
SO46657|20111229|448
SO46657|20111229|401
SO46657|20111229|395
SO46657|20111229|447
SO46657|20111229|397
SO46657|20111229|399
SO46657|20111229|393
SO46657|20111229|396
SO46657|20111229|394
SO46658|20111229|399
SO46660|20111229|403
SO46660|20111229|407
SO46662|20111229|448
SO46662|20111229|407
SO46662|20111229|447
SO46666|20111229|407
SO46666|20111229|447
SO46666|20111229|403
SO46666|20111229|448
SO46668|20111229|447
SO46668|20111229|448
SO46668|20111229|407
SO46669|20111229|407
SO46669|20111229|448
SO46669|20111229|447
SO46671|20111229|448
SO46671|20111229|447
SO46672|20111229|407
SO46672|20111229|447
SO46672|20111229|403
SO46672|20111229|448
SO46673|20111229|397
SO46673|20111229|447
SO46673|20111229|448
SO46673|20111229|401
SO46929|20120129|397
SO46930|20120129|399
SO46931|20120129|396
SO46931|20120129|393
SO46931|20120129|391
SO46931|20120129|395
SO46931|20120129|394
SO46932|20120129|399
SO46933|20120129|403
SO46937|20120129|399
SO46938|20120129|396
SO46938|20120129|397
SO46938|20120129|399
SO46938|20120129|393
SO46938|20120129|394
SO46938|20120129|395
SO46940|20120129|448
SO46940|20120129|447
SO46940|20120129|407
SO46941|20120129|399
SO46942|20120129|399
SO46944|20120129|401
SO46944|20120129|397
SO46944|20120129|399
SO46947|20120129|401
SO46948|20120129|407
SO46948|20120129|403
SO46948|20120129|447
SO46948|20120129|448
SO46951|20120129|407
SO46953|20120129|447
SO46953|20120129|448
SO46954|20120129|399
SO46957|20120129|447
SO46957|20120129|391
SO46957|20120129|448
SO46957|20120129|401
SO46957|20120129|393
SO46957|20120129|396
SO46957|20120129|397
SO46957|20120129|395
SO46957|20120129|399
SO46957|20120129|394
SO46959|20120129|448
SO46959|20120129|407
SO46959|20120129|447
SO46959|20120129|403
SO46964|20120129|407
SO46964|20120129|447
SO46964|20120129|448
SO46964|20120129|403
SO46966|20120129|397
SO46966|20120129|399
SO46967|20120129|399
SO46967|20120129|393
SO46967|20120129|447
SO46967|20120129|395
SO46967|20120129|396
SO46967|20120129|397
SO46967|20120129|401
SO46967|20120129|391
SO46967|20120129|448
SO46967|20120129|394
SO46969|20120129|399
SO46969|20120129|401
SO46969|20120129|396
SO46969|20120129|391
SO46969|20120129|395
SO46969|20120129|397
SO46969|20120129|447
SO46969|20120129|394
SO46970|20120129|407
SO46970|20120129|403
SO46971|20120129|399
SO46972|20120129|396
SO46972|20120129|397
SO46972|20120129|395
SO46972|20120129|447
SO46972|20120129|399
SO46972|20120129|394
SO46972|20120129|401
SO46972|20120129|393
SO46973|20120129|399
SO46974|20120129|399
SO46974|20120129|447
SO46974|20120129|393
SO46974|20120129|391
SO46974|20120129|394
SO46974|20120129|401
SO46974|20120129|448
SO46974|20120129|397
SO46974|20120129|395
SO46980|20120129|403
SO46980|20120129|407
SO46981|20120129|447
SO46981|20120129|407
SO46981|20120129|403
SO46981|20120129|448
SO46982|20120129|401
SO46984|20120129|399
SO46985|20120129|399
SO46987|20120129|391
SO46987|20120129|395
SO46987|20120129|394
SO46987|20120129|401
SO46987|20120129|396
SO46987|20120129|399
SO46987|20120129|447
SO46987|20120129|393
SO46987|20120129|397
SO46987|20120129|448
SO46988|20120129|448
SO46988|20120129|447
SO46988|20120129|403
SO46992|20120129|448
SO46992|20120129|407
SO46992|20120129|447
SO46993|20120129|391
SO46993|20120129|393
SO46993|20120129|401
SO46993|20120129|399
SO46993|20120129|394
SO46993|20120129|395
SO46993|20120129|448
SO46993|20120129|396
SO46993|20120129|447
SO46994|20120129|396
SO46994|20120129|394
SO46994|20120129|395
SO46994|20120129|397
SO46994|20120129|391
SO46994|20120129|393
SO46994|20120129|401
SO46994|20120129|399
SO46996|20120129|403
SO46996|20120129|407
SO46997|20120129|407
SO47000|20120129|399
SO47001|20120129|407
SO47001|20120129|403
SO47004|20120129|396
SO47004|20120129|448
SO47004|20120129|447
SO47004|20120129|397
SO47004|20120129|393
SO47004|20120129|395
SO47004|20120129|391
SO47004|20120129|399
SO47006|20120129|447
SO47006|20120129|401
SO47006|20120129|399
SO47007|20120129|403
SO47008|20120129|448
SO47008|20120129|447
SO47008|20120129|407
SO47009|20120129|448
SO47009|20120129|407
SO47009|20120129|447
SO47012|20120129|448
SO47012|20120129|407
SO47012|20120129|447
SO47013|20120129|403
SO47014|20120129|393
SO47014|20120129|401
SO47015|20120129|399
SO47018|20120129|448
SO47018|20120129|407
SO47018|20120129|447
SO47018|20120129|403
SO47019|20120129|401
SO47024|20120129|396
SO47024|20120129|393
SO47024|20120129|395
SO47024|20120129|391
SO47024|20120129|397
SO47024|20120129|401
SO47025|20120129|403
SO47025|20120129|407
SO47026|20120129|397
SO47026|20120129|401
SO47027|20120129|403
SO47027|20120129|447
SO47027|20120129|448
SO47027|20120129|407
SO47028|20120129|447
SO47028|20120129|448
SO47028|20120129|397
SO47028|20120129|399
SO47031|20120129|399
SO47031|20120129|447
SO47031|20120129|397
SO47031|20120129|448
SO47031|20120129|401
SO47033|20120129|403
SO47033|20120129|407
SO47033|20120129|448
SO47033|20120129|447
SO47034|20120129|407
SO47037|20120129|448
SO47037|20120129|447
SO47037|20120129|407
SO47039|20120129|399
SO47039|20120129|397
SO47041|20120129|447
SO47041|20120129|448
SO47041|20120129|407
SO47042|20120129|394
SO47042|20120129|391
SO47042|20120129|396
SO47042|20120129|393
SO47042|20120129|399
SO47042|20120129|401
SO47042|20120129|397
SO47042|20120129|448
SO47042|20120129|447
SO47044|20120129|391
SO47045|20120129|399
SO47045|20120129|397
SO47045|20120129|448
SO47045|20120129|447
SO47045|20120129|401
SO47049|20120129|401
SO47049|20120129|391
SO47049|20120129|397
SO47049|20120129|393
SO47049|20120129|395
SO47049|20120129|394
SO47049|20120129|399
SO47050|20120129|403
SO47051|20120129|394
SO47052|20120129|399
SO47052|20120129|397
SO47052|20120129|447
SO47052|20120129|401
SO47052|20120129|448
SO47053|20120129|407
SO47053|20120129|403
SO47054|20120129|407
SO47055|20120129|448
SO47055|20120129|447
SO47056|20120129|403
SO47056|20120129|447
SO47056|20120129|407
SO47056|20120129|448
SO47057|20120129|399
SO47062|20120129|399
SO47065|20120129|399
SO47065|20120129|447
SO47065|20120129|401
SO47065|20120129|397
SO47065|20120129|448
SO47066|20120129|407
SO47066|20120129|403
SO47352|20120229|401
SO47352|20120229|397
SO47352|20120229|447
SO47352|20120229|448
SO47352|20120229|399
SO47353|20120229|401
SO47353|20120229|397
SO47353|20120229|399
SO47354|20120229|448
SO47354|20120229|407
SO47354|20120229|447
SO47355|20120229|403
SO47355|20120229|447
SO47355|20120229|407
SO47355|20120229|448
SO47357|20120229|399
SO47359|20120229|448
SO47359|20120229|397
SO47359|20120229|447
SO47359|20120229|396
SO47359|20120229|401
SO47359|20120229|394
SO47359|20120229|391
SO47359|20120229|399
SO47359|20120229|395
SO47362|20120229|399
SO47365|20120229|397
SO47365|20120229|396
SO47365|20120229|391
SO47365|20120229|394
SO47365|20120229|393
SO47365|20120229|401
SO47365|20120229|447
SO47365|20120229|399
SO47365|20120229|395
SO47365|20120229|448
SO47366|20120229|403
SO47366|20120229|447
SO47366|20120229|448
SO47366|20120229|407
SO47367|20120229|403
SO47369|20120229|403
SO47369|20120229|448
SO47369|20120229|447
SO47369|20120229|407
SO47374|20120229|399
SO47377|20120229|403
SO47377|20120229|407
SO47378|20120229|447
SO47378|20120229|401
SO47378|20120229|397
SO47378|20120229|448
SO47380|20120229|399
SO47380|20120229|448
SO47380|20120229|401
SO47380|20120229|447
SO47380|20120229|397
SO47382|20120229|407
SO47384|20120229|407
SO47384|20120229|448
SO47384|20120229|447
SO47385|20120229|403
SO47386|20120229|403
SO47387|20120229|391
SO47387|20120229|393
SO47387|20120229|399
SO47387|20120229|395
SO47387|20120229|397
SO47387|20120229|396
SO47389|20120229|403
SO47393|20120229|394
SO47394|20120229|401
SO47394|20120229|448
SO47394|20120229|399
SO47394|20120229|447
SO47395|20120229|448
SO47395|20120229|447
SO47395|20120229|403
SO47395|20120229|407
SO47396|20120229|399
SO47397|20120229|448
SO47398|20120229|448
SO47398|20120229|447
SO47398|20120229|403
SO47399|20120229|399
SO47399|20120229|397
SO47400|20120229|448
SO47400|20120229|391
SO47400|20120229|394
SO47400|20120229|396
SO47400|20120229|395
SO47400|20120229|399
SO47400|20120229|393
SO47400|20120229|401
SO47400|20120229|397
SO47400|20120229|447
SO47402|20120229|399
SO47403|20120229|394
SO47403|20120229|397
SO47403|20120229|401
SO47403|20120229|395
SO47403|20120229|391
SO47403|20120229|399
SO47403|20120229|447
SO47403|20120229|396
SO47403|20120229|448
SO47404|20120229|403
SO47406|20120229|403
SO47409|20120229|403
SO47409|20120229|407
SO47410|20120229|399
SO47411|20120229|397
SO47411|20120229|401
SO47413|20120229|447
SO47413|20120229|399
SO47413|20120229|448
SO47413|20120229|397
SO47416|20120229|448
SO47416|20120229|407
SO47416|20120229|447
SO47417|20120229|395
SO47417|20120229|399
SO47417|20120229|396
SO47417|20120229|391
SO47417|20120229|393
SO47417|20120229|394
SO47421|20120229|403
SO47422|20120229|407
SO47422|20120229|448
SO47422|20120229|403
SO47422|20120229|447
SO47424|20120229|399
SO47427|20120229|401
SO47427|20120229|399
SO47434|20120229|401
SO47434|20120229|397
SO47434|20120229|448
SO47434|20120229|447
